Credit Score,Finance Type,LTV,Loans Booked,
877,Purchase,0.56,2,
877,Purchase,0.71,5,
877,Purchase,0.96,8,
877,Purchase,0.99,8,
877,Purchase,1.05,11,
877,Purchase,1.07,11,
877,Purchase,1.11,8,
877,Purchase,1.14,8,
877,Purchase,1.21,3,
877,Purchase,1.33,1,
878,Purchase,0.79,5,
878,Purchase,1.07,11,
878,Purchase,1.10,11,
878,Purchase,1.22,3,
879,Purchase,0.95,8,
879,Purchase,0.99,8,
879,Purchase,1.05,11,
879,Purchase,1.09,11,
879,Purchase,1.11,11,
881,Purchase,0.95,3,
881,Purchase,1.03,3,
881,Purchase,1.03,3,
881,Purchase,1.05,3,
881,Purchase,1.40,1,
882,Purchase,0.93,3,
883,Purchase,1.16,3,
887,Purchase,0.66,1,
887,Purchase,0.99,3,
887,Purchase,1.13,3,
887,Purchase,1.16,3,
890,Purchase,1.24,1,
