Partner,Credit Score,Finance Type,LTV,Average Gross Revenue Binding
Credit Karma,721,Refi,0.98377039,1070.09
NerdWallet,721,Refi,0.638075362,491.62
NerdWallet,721,Refi,0.751299825,1765.145
AVIS,722,Purchase,1.272307692,2014.433333
IFS,722,Refi,0.865842118,932.9266667
HCA - Hyundai Kia,722,Purchase,1.37747455,971.9425
Chrysler Capital Lease,722,Purchase,1.420062454,1540.28
Credit Karma,722,Refi,0.938347596,1070.09
Credit Karma,722,Refi,1.36602729,1326.98
Element,722,Purchase,0.894257143,724.65
Fiserv GM Lease ,722,Purchase,1.202342059,1854.612143
AVIS,722,Purchase,0.457470225,1363.62
Element,722,Purchase,1.129117073,1854.612143
NerdWallet,722,Refi,0.56111582,775.6
Credit Karma,722,Refi,1.052564727,999.66
HCA - Hyundai Kia,723,Purchase,1.362685851,971.9425
AVIS,723,Purchase,0.838607431,724.65
Chrysler Capital Lease,723,Purchase,1.225479304,2014.433333
HCA - Hyundai Kia,723,Purchase,1.294020053,2014.433333
Chrysler Capital Lease,723,Purchase,1.117470943,1854.612143
Fiserv GM Lease ,723,Purchase,1.353043678,971.9425
Wheels,723,Purchase,0.573069054,598.28
Credit Karma,723,Refi,1.269490671,1317.19
Chrysler Capital Lease,724,Purchase,1.229094559,2014.433333
Wheels,724,Purchase,0.95057989,852.925
Credit Karma,724,Refi,1.004971733,1070.09
Credit Karma,724,Refi,1.200676029,1610.585
Flexco,724,Purchase,0.978008403,852.925
Chrysler Capital Lease,724,Purchase,1.020539887,1247.925
HCA - Hyundai Kia,724,Purchase,0.834295321,724.65
NerdWallet,724,Refi,2.057664286,1439.585
AVIS,724,Purchase,0.774441026,1603.946667
AVIS,725,Purchase,0.837688361,724.65
Element,725,Purchase,1.449954812,1540.28
HCA - Hyundai Kia,725,Purchase,0.884300699,724.65
Fiserv GM Lease ,725,Purchase,1.0472,1247.925
Flexco,725,Purchase,1.279077568,2014.433333
Chrysler Capital Lease,725,Purchase,1.026637736,1247.925
Wheels,725,Purchase,0.800034203,1603.946667
Donlen,725,Purchase,1.180013761,1854.612143
NerdWallet,725,Refi,0.794985155,1765.145
LeasePlan,725,Purchase,1.033392226,1247.925
NerdWallet,725,Refi,1.135785672,1610.585
Donlen,725,Purchase,1.025278287,1247.925
Chrysler Capital Lease,725,Purchase,1.518846154,1800.87
Wheels,725,Purchase,0.703673288,733.57
Credit Karma,725,Refi,1.191139935,1610.585
Chrysler Capital Lease,726,Purchase,1.025102211,1247.925
CarGurus - Avis,726,Purchase,1.262826087,2014.433333
AVIS,726,Purchase,1.075473214,1247.925
Credit Karma,726,Refi,1.5223053,1273.205
Wheels,726,Purchase,1.146899219,1854.612143
NerdWallet,726,Refi,1.172657653,1610.585
HCA - Hyundai Kia,726,Purchase,1.093237008,1247.925
AVIS,726,Purchase,1.144429958,1854.612143
NerdWallet,726,Refi,2.039546667,1439.585
Wheels,727,Purchase,0.977496563,852.925
Wheels,727,Purchase,0.515395522,598.28
Emkay,727,Purchase,0.967528517,852.925
Chrysler Capital Lease,727,Purchase,1.367786854,971.9425
Wheels,727,Purchase,1.123503688,1854.612143
CarGurus - Avis,727,Purchase,1.117748248,1854.612143
Credit Karma,727,Refi,1.493817794,561.35
Flexco,727,Purchase,1.143659098,1854.612143
Credit Karma,727,Refi,0.947845217,1070.09
TrueCar - AVIS,727,Purchase,1.119195175,1854.612143
AVIS,727,Purchase,1.296187706,2014.433333
LeasePlan,727,Purchase,1.052272165,1247.925
Donlen,728,Purchase,0.732628352,1603.946667
Chrysler Capital Lease,728,Purchase,0.974984925,852.925
HCA - Hyundai Kia,728,Purchase,1.136706024,1854.612143
NerdWallet,728,Refi,1.062052769,999.66
Element,728,Purchase,1.082484935,1247.925
HCA - Hyundai Kia,728,Purchase,1.25406701,2014.433333
Credit Karma,729,Refi,1.271512289,1317.19
Element,729,Purchase,1.080553425,1247.925
Element,729,Purchase,0.878210256,724.65
Fiserv GM Lease ,729,Purchase,1.295597076,2014.433333
Wheels,729,Purchase,0.827651873,724.65
Chrysler Capital Lease,729,Purchase,1.577501382,1800.87
Element,729,Purchase,1.091156989,1247.925
Wheels,729,Purchase,0.857189583,724.65
TrueCar - AVIS,730,Purchase,1.13678643,1854.612143
Chrysler Capital Lease,730,Purchase,1.226276435,2014.433333
NerdWallet,730,Refi,0.822185841,932.9266667
Chrysler Capital Lease,730,Purchase,1.190096692,1854.612143
IFS Marketing Organic Lease,730,Purchase,1.062876957,1247.925
Wheels,730,Purchase,0.979940223,852.925
Credit Karma,730,Refi,0.97433301,1070.09
Credit Karma,730,Refi,1.564749524,1273.205
NerdWallet,730,Refi,1.064136782,999.66
AVIS,730,Purchase,1.058125144,1247.925
Element,730,Purchase,0.857683019,724.65
Wheels,730,Purchase,0.981483529,852.925
NerdWallet,730,Refi,1.056208932,999.66
Donlen,731,Purchase,0.982187724,846.9761538
Credit Karma,731,Refi,1.457168473,1414.4
Credit Karma,731,Refi,1.042773709,1192.672
Mike Albert,731,Purchase,0.715286631,1783.025
Chrysler Capital Lease,731,Purchase,0.984683322,846.9761538
AVIS,731,Purchase,0.909934375,984.976
Chrysler Capital Lease,731,Purchase,1.191000805,1456.986667
LeasePlan,732,Purchase,0.986114127,846.9761538
Wheels,732,Purchase,0.98657807,846.9761538
NerdWallet,732,Refi,0.885722284,1146.225
Fiserv GM Lease ,732,Purchase,1.385538551,1485.553333
Chrysler Capital Lease,732,Purchase,1.191720796,1456.986667
Element,732,Purchase,1.271568733,1676.529
Donlen,732,Purchase,1.362623015,1485.553333
Wheels,732,Purchase,0.854760317,984.976
Wheels,732,Purchase,0.953381443,846.9761538
HCA - Hyundai Kia,732,Purchase,1.111430801,1456.986667
NerdWallet,732,Refi,0.820498622,1146.225
AVIS,733,Purchase,1.11380805,1456.986667
HCA - Hyundai Kia,733,Purchase,1.132466525,1456.986667
IFS,733,Purchase,1.028190265,1658.051111
Chrysler Capital Lease,733,Purchase,1.175097252,1456.986667
HCA - Hyundai Kia,733,Purchase,1.22305122,1676.529
NerdWallet,733,Refi,1.099449246,1192.672
Flexco,733,Purchase,1.015469182,1658.051111
AVIS,734,Purchase,0.922538976,846.9761538
Enterprise Fleet Management,734,Purchase,0.730291691,1783.025
Credit Karma,734,Refi,0.599903792,744.36
NerdWallet,734,Refi,0.950369573,696.7125
NerdWallet,734,Refi,1.066176837,1192.672
Lending Tree Lease,734,Purchase,1.011209677,1658.051111
Fiserv GM Lease ,734,Purchase,1.118869261,1456.986667
Credit Karma,734,Refi,0.921258028,696.7125
Element,734,Purchase,1.009849558,846.9761538
Credit Karma,735,Refi,1.158197674,1351.72
Credit Karma,735,Refi,1.08266146,1192.672
Chrysler Capital Lease,735,Purchase,1.079473552,1658.051111
LeasePlan,735,Purchase,0.921980741,846.9761538
HCA - Hyundai Kia,735,Purchase,1.258260793,1676.529
HCA - Hyundai Kia,735,Purchase,1.009653084,846.9761538
HCA - Hyundai Kia,735,Purchase,0.573888092,1214.905
Credit Karma,735,Refi,1.098677484,1192.672
AVIS,736,Purchase,1.1276,1456.986667
Credit Karma,736,Refi,1.233015385,1171.202
Element,736,Purchase,0.967250314,846.9761538
LeasePlan,736,Purchase,0.95975641,846.9761538
IFS,736,Refi,1.222418182,1171.202
Credit Karma,736,Refi,0.943901195,696.7125
NerdWallet,736,Refi,1.387132554,1012.05
Enterprise Fleet Management,736,Purchase,1.032365385,1658.051111
Credit Karma,737,Refi,0.520701555,744.36
Credit Karma,737,Refi,1.455268203,1414.4
Credit Karma,737,Refi,1.311336201,1012.05
AVIS,737,Purchase,1.104087363,1658.051111
HCA - Hyundai Kia,737,Purchase,1.119399564,1456.986667
Fiserv GM Lease ,737,Purchase,1.037986104,1658.051111
Chrysler Capital Lease,737,Purchase,0.905309515,984.976
Credit Karma,737,Refi,0.984740639,696.7125
AVIS,737,Purchase,0.582986767,1214.905
AVIS,738,Purchase,1.067445987,1658.051111
IFS,738,Refi,1.208666176,1351.72
Donlen,738,Purchase,0.83057686,984.976
AVIS,738,Purchase,1.12037592,1456.986667
HCA - Hyundai Kia,738,Purchase,0.953044252,846.9761538
Wheels,738,Purchase,1.163149675,1456.986667
AVIS,738,Purchase,1.213034146,1676.529
Chrysler Capital Lease,739,Purchase,1.288581997,1676.529
Credit Karma,739,Refi,1.284491294,1171.202
Lending Tree Lease,739,Purchase,1.303433723,1676.529
Fiserv GM Lease ,739,Purchase,1.140732374,1456.986667
NerdWallet,739,Refi,1.296424979,1171.202
Credit Karma,739,Refi,1.211264812,1171.202
Credit Karma,739,Refi,1.44549,1414.4
Wheels,739,Purchase,1.128803341,1456.986667
Element,739,Purchase,1.235318237,1676.529
AVIS,739,Purchase,0.53086539,1214.905
AVIS,739,Purchase,0.513131773,1214.905
IFS,739,Purchase,1.352851084,1485.553333
CarGurus - Avis,739,Purchase,1.022630947,1658.051111
Chrysler Capital Lease,739,Purchase,1.411791055,2227.59
Chrysler Capital Lease,740,Purchase,1.29261831,1676.529
Donlen,740,Purchase,1.21464375,1676.529
Wheels,740,Purchase,0.8990952,984.976
Enterprise Fleet Management,740,Purchase,1.160753623,1456.986667
Fiserv GM Lease ,740,Purchase,1.127902718,1456.986667
Wheels,740,Purchase,0.921779196,846.9761538
Fiserv GM Lease ,740,Purchase,1.264015668,1676.529
Chrysler Capital Lease,741,Purchase,1.571393023,2399.69
Element,741,Purchase,0.655536882,882.2725
Credit Karma,741,Refi,1.167427623,1847.03
Wheels,741,Purchase,0.750331002,575.0566667
Donlen,741,Purchase,0.954714286,946.8633333
Credit Karma,741,Refi,1.014801578,1332.62
Credit Karma,741,Refi,1.505456698,1336.1975
Chrysler Capital Lease,742,Purchase,1.033426797,1333.7275
Fiserv GM Lease ,742,Purchase,1.279520809,2613.05
LeasePlan,742,Purchase,1.398814433,1793.943333
TrueCar - AVIS,742,Purchase,1.219585013,2613.05
Fiserv GM Lease ,742,Purchase,1.559662658,2399.69
Chrysler Capital Lease,742,Purchase,1.280079438,2613.05
Element,742,Purchase,0.953434686,946.8633333
Wheels,742,Purchase,1.031920384,1333.7275
NerdWallet,742,Refi,0.590074156,834.12
AVIS,742,Purchase,1.14690438,1752.698
TrueCar - AVIS,742,Purchase,0.949744982,946.8633333
AVIS,743,Purchase,0.738243993,575.0566667
Credit Karma,743,Refi,1.41475727,1336.1975
Credit Karma,743,Refi,1.489402041,1336.1975
NerdWallet,743,Refi,1.324572592,1116.02
NerdWallet,743,Refi,0.737065258,748.1033333
Credit Karma,743,Refi,0.999488643,1247.886
AVIS,743,Purchase,1.225457143,2613.05
NerdWallet,743,Refi,1.190862185,1847.03
Fiserv GM Lease ,743,Purchase,1.508756688,1973.81
AVIS,743,Purchase,1.255181982,2613.05
IFS Marketing Organic,744,Refi,1.08489375,1332.62
Credit Karma,744,Refi,1.310120876,1116.02
Element,744,Purchase,1.145144697,1752.698
Credit Karma,744,Refi,1.180957276,1847.03
Chrysler Capital Lease,744,Purchase,1.206926685,1752.698
Credit Karma,744,Refi,0.992957667,1247.886
AVIS,744,Purchase,0.532079292,1013.613333
TrueCar - AVIS,745,Purchase,1.124755789,1752.698
Element,745,Purchase,1.315326512,1793.943333
Credit Karma,745,Refi,1.221478564,1620.6
Chrysler Capital Lease,745,Purchase,1.035339499,1333.7275
Chrysler Capital Lease,745,Purchase,1.158861962,1752.698
Element,745,Purchase,1.11117785,1752.698
Emkay,745,Purchase,0.788675585,575.0566667
NerdWallet,745,Refi,0.771055759,748.1033333
LeasePlan,746,Purchase,0.956419287,946.8633333
Chrysler Capital Lease,746,Purchase,1.246803415,2613.05
AVIS,746,Purchase,0.986195426,946.8633333
AVIS,746,Purchase,1.147896015,1752.698
Wheels,746,Purchase,0.576064179,1013.613333
Credit Karma,747,Refi,0.853619401,598.19
Element,747,Purchase,1.059492386,1333.7275
Chrysler Capital Lease,747,Purchase,1.138619487,1752.698
Chrysler Capital Lease,747,Purchase,1.152558621,1752.698
Chrysler Capital Lease,747,Purchase,1.059267588,1333.7275
HCA - Hyundai Kia,747,Purchase,1.148764006,1752.698
Chrysler Capital Lease,748,Purchase,1.081178897,1333.7275
NerdWallet,748,Refi,0.805771599,748.1033333
Chrysler Capital Lease,748,Purchase,1.058391461,1333.7275
Element,748,Purchase,0.861041004,556.23
HCA - Hyundai Kia,748,Purchase,1.024961478,1333.7275
Wheels,749,Purchase,0.592343564,1013.613333
Wheels,749,Purchase,0.640229291,882.2725
NerdWallet,749,Refi,0.683730818,570.8
Credit Karma,749,Refi,1.498248987,1336.1975
NerdWallet,749,Refi,0.995581996,1247.886
Donlen,750,Purchase,1.086020025,1333.7275
Chrysler Capital Lease,750,Purchase,1.060145092,1333.7275
Fiserv GM Lease ,750,Purchase,1.256387798,2613.05
Chrysler Capital Lease,750,Purchase,1.327440166,1793.943333
NerdWallet,750,Refi,0.95680533,1247.886
Donlen,750,Purchase,0.935260837,946.8633333
Chrysler Capital Lease,750,Purchase,1.027876333,1333.7275
NerdWallet,750,Refi,0.962240715,1247.886
IFS,750,Purchase,0.660917203,882.2725
Fiserv GM Lease ,750,Purchase,1.087177017,1333.7275
Lending Tree Lease,750,Purchase,1.433469714,1973.81
AVIS,750,Purchase,0.65609936,882.2725
IFS,750,Refi,1.075746763,1332.62
NerdWallet,751,Refi,1.379332127,1392.65
Donlen,751,Purchase,0.81300813,1039.407143
HCA - Hyundai Kia,751,Purchase,0.663740089,392.885
Element,751,Purchase,1.367352025,2277.81
Credit Karma,751,Refi,1.480856187,1292.575
NerdWallet,751,Refi,1.217753203,1335.285
Wheels,751,Purchase,0.973826389,1115.518182
Chrysler Capital Lease,751,Purchase,1.143841176,1404.774
Wheels,751,Purchase,1.193866667,1404.774
Donlen,752,Purchase,0.957900277,1115.518182
Enterprise Fleet Management,752,Purchase,0.629598007,392.885
IFS,752,Refi,0.833662541,682.9
Wheels,752,Purchase,0.919539785,1115.518182
Credit Karma,752,Refi,1.321446217,1392.65
Element,753,Purchase,1.087764823,1487.289231
Emkay,753,Purchase,0.669042956,392.885
LeasePlan,753,Purchase,0.750539259,832.5366667
Chrysler Capital Lease,753,Purchase,1.138196731,1404.774
IFS,753,Refi,1.136033028,2071.322
Credit Karma,753,Refi,1.061312689,1093.016
Wheels,754,Purchase,0.631276901,392.885
Enterprise Fleet Management,754,Purchase,1.056692209,1487.289231
Credit Karma,754,Refi,1.082879348,1093.016
HCA - Hyundai Kia,754,Purchase,1.178152252,1404.774
Wheels,754,Purchase,0.817312644,1039.407143
NerdWallet,754,Refi,1.057311524,1093.016
IFS,754,Refi,1.114668308,2071.322
Element,754,Purchase,1.025024036,1487.289231
Chrysler Capital Lease,754,Purchase,0.876303119,1039.407143
Element,754,Purchase,1.095977011,1487.289231
NerdWallet,754,Refi,1.253399308,1335.285
Element,754,Purchase,1.364699471,2277.81
Fiserv GM Lease ,754,Purchase,0.937884179,1115.518182
HCA - Hyundai Kia,754,Purchase,1.41494657,1597.51
AVIS,754,Purchase,1.108153722,1487.289231
Credit Karma,755,Refi,0.773316667,461.4
NerdWallet,755,Refi,1.201037017,2071.322
Donlen,755,Purchase,1.031276667,1487.289231
Chrysler Capital Lease,755,Purchase,1.031142974,1487.289231
Enterprise Fleet Management,755,Purchase,0.803936508,832.5366667
Credit Karma,755,Refi,1.413395595,1292.575
NerdWallet,755,Refi,1.80411625,797.77
Wheels,755,Purchase,0.91682509,1115.518182
Chrysler Capital Lease,756,Purchase,0.963483592,1115.518182
HCA - Hyundai Kia,756,Purchase,1.095913344,1487.289231
Credit Karma,756,Refi,1.139375351,2071.322
Wheels,756,Purchase,0.856930342,1039.407143
NerdWallet,756,Refi,1.245438017,1335.285
Emkay,756,Purchase,0.837369863,1039.407143
Credit Karma,756,Refi,1.306098635,1335.285
Emkay,757,Purchase,0.953913605,1115.518182
AVIS,757,Purchase,1.263041176,1580.463333
Chrysler Capital Lease,758,Purchase,0.993055,1115.518182
IFS,758,Refi,1.110317878,2071.322
AVIS,758,Purchase,1.060402243,1487.289231
Credit Karma,758,Refi,1.035105923,1093.016
Element,758,Purchase,1.049462366,1487.289231
Credit Karma,758,Refi,1.081440415,1093.016
HCA - Hyundai Kia,758,Purchase,1.263046701,1580.463333
Chrysler Capital Lease,758,Purchase,1.769662687,1185.42
Wheels,758,Purchase,1.052701124,1487.289231
HCA - Hyundai Kia,759,Purchase,1.042592237,1487.289231
Enterprise Fleet Management,759,Purchase,0.338742164,759.19
Wheels,759,Purchase,0.935083481,1115.518182
NerdWallet,759,Refi,0.678050584,516.82
AVIS,760,Purchase,0.992412069,1115.518182
HCA - Hyundai Kia,760,Purchase,1.449065657,1597.51
HCA - Hyundai Kia,760,Purchase,0.884972423,1039.407143
Chrysler Capital Lease,760,Purchase,1.065925377,1487.289231
AVIS,760,Purchase,0.715079559,832.5366667
HCA - Hyundai Kia,760,Purchase,1.112129759,1404.774
LeasePlan,760,Purchase,0.97541713,1115.518182
Chrysler Capital Lease,760,Purchase,1.265971741,1580.463333
Credit Karma,760,Refi,1.525307368,1478.05
HCA - Hyundai Kia,760,Purchase,1.461069231,1597.51
AVIS,760,Purchase,0.860347197,1039.407143
Flexco,761,Purchase,1.209689613,1708.732143
Emkay,761,Purchase,0.45045045,323.84
Credit Karma,761,Refi,1.297684281,1252.314
Element,761,Purchase,1.106385185,1144.143333
IFS,761,Refi,1.125823165,1211.448
Element,761,Purchase,1.149837134,1708.732143
Wheels,761,Purchase,1.154119403,1708.732143
Credit Karma,761,Refi,1.166851984,1211.448
Credit Karma,761,Refi,1.167150504,1211.448
TrueCar - AVIS,762,Purchase,0.778502479,1046.65
Credit Karma,762,Refi,1.247511415,1252.314
IFS,762,Refi,1.162337662,1211.448
Enterprise Fleet Management,762,Purchase,1.319133758,1585.94
Donlen,762,Purchase,1.023149905,1144.143333
Chrysler Capital Lease,762,Purchase,1.212854864,2484.3275
Element,762,Purchase,1.091284706,1144.143333
AVIS,763,Purchase,1.178796364,1708.732143
Credit Karma,763,Refi,1.270061176,1252.314
AVIS,763,Purchase,1.348210427,1585.94
AVIS,763,Purchase,0.661966507,687.9
Element,763,Purchase,1.142294468,1708.732143
HCA - Hyundai Kia,763,Purchase,1.329802,1585.94
Chrysler Capital Lease,763,Purchase,1.201542458,1708.732143
Element,763,Purchase,0.944388889,973.935
Element,763,Purchase,0.928545231,973.935
Mike Albert,763,Purchase,0.995553333,973.935
Credit Karma,763,Refi,0.764757834,793.22
Fiserv GM Lease ,763,Purchase,1.282239675,2484.3275
IFS Employee Referral Refi,763,Refi,1.654006734,606.02
NerdWallet,764,Refi,1.016954679,970.015
Wheels,764,Purchase,0.64717176,687.9
Chrysler Capital Lease,764,Purchase,1.194198039,1708.732143
Wheels,764,Purchase,0.628495238,687.9
Chrysler Capital Lease,764,Purchase,1.27095526,2484.3275
LeasePlan,764,Purchase,1.250754098,2484.3275
LeasePlan,764,Purchase,1.192557419,1708.732143
Wheels,764,Purchase,0.723773585,1046.65
Credit Karma,764,Refi,0.681449666,873.54
HCA - Hyundai Kia,765,Purchase,1.145578913,1708.732143
Enterprise Fleet Management,765,Purchase,0.534207921,1003.55
Credit Karma,765,Refi,1.265458765,1252.314
HCA - Hyundai Kia,765,Purchase,1.07207561,1144.143333
NerdWallet,765,Refi,0.947738312,755.5066667
Chrysler Capital Lease,766,Purchase,0.835418959,2122.24
AVIS,766,Purchase,1.137912855,1708.732143
Wheels,766,Purchase,1.026518588,1144.143333
Chrysler Capital Lease,766,Purchase,1.208116589,1708.732143
Donlen,766,Purchase,0.992546751,973.935
Wheels,766,Purchase,1.044796495,1144.143333
Credit Karma,766,Refi,1.082290247,970.015
Element,766,Purchase,1.176019277,1708.732143
NerdWallet,767,Refi,1.168882105,1211.448
Wheels,767,Purchase,0.675046414,687.9
IFS,767,Refi,0.874647511,644.87
Chrysler Capital Lease,767,Purchase,1.376476336,1585.94
AVIS,767,Purchase,0.53605545,1003.55
Chrysler Capital Lease,768,Purchase,1.056643267,1144.143333
Wheels,768,Purchase,0.94367566,973.935
HCA - Hyundai Kia,768,Purchase,1.167031472,1708.732143
Wheels,768,Purchase,0.922602052,973.935
NerdWallet,768,Refi,1.253788988,1252.314
Wheels,768,Purchase,0.940327869,973.935
Wheels,768,Purchase,1.038667621,1144.143333
Chrysler Capital Lease,768,Purchase,1.019097854,1144.143333
AVIS,768,Purchase,0.970452417,973.935
Chrysler Capital Lease,769,Purchase,1.393404489,1585.94
Enterprise Fleet Management,769,Purchase,0.665771149,687.9
AVIS,769,Purchase,0.766414298,1046.65
Flexco,769,Purchase,1.001494505,973.935
Wheels,769,Purchase,0.965364621,973.935
Chrysler Capital Lease,769,Purchase,1.145598051,1708.732143
NerdWallet,769,Refi,1.49496,1344.82
Credit Karma,770,Refi,0.941294386,755.5066667
Credit Karma,770,Refi,0.917740032,755.5066667
Wheels,770,Purchase,0.986891189,973.935
Wheels,770,Purchase,0.970845411,973.935
Credit Karma,770,Refi,1.523726053,2522.98
HCA - Hyundai Kia,771,Purchase,1.007675937,1058.335455
Element,771,Purchase,0.978190654,1058.335455
Chrysler Capital Lease,771,Purchase,0.779975337,1094.373333
LeasePlan,771,Purchase,1.080726496,1441.711
Element,771,Purchase,1.108982993,1441.711
Emkay,771,Purchase,1.244522114,2257.72
Chrysler Capital Lease,771,Purchase,1.290513508,2257.72
Credit Karma,772,Refi,1.435511945,1055.36
AVIS,772,Purchase,1.379993514,1981.7125
Element,772,Purchase,0.971109091,1058.335455
HCA - Hyundai Kia,772,Purchase,0.894540433,1248.214
IFS,772,Refi,1.193714286,1394.778333
IFS,772,Purchase,1.170233002,1624.57
Wheels,772,Purchase,0.939529801,1058.335455
NerdWallet,772,Refi,1.173884594,1394.778333
TrueCar - AVIS,772,Purchase,1.05959839,1441.711
Donlen,773,Purchase,0.805398358,1094.373333
Chrysler Capital Lease,773,Purchase,1.184342857,1624.57
Credit Karma,773,Refi,0.869914163,925.9333333
IFS,773,Refi,1.002085106,875.99
CarGurus - Avis,773,Purchase,0.857140381,1248.214
Element,773,Purchase,0.972,1058.335455
Wheels,774,Purchase,1.068259729,1441.711
Chrysler Capital Lease,774,Purchase,1.128746907,1624.57
NerdWallet,774,Refi,1.110886275,1394.778333
AVIS,774,Purchase,0.356687898,1409
Wheels,775,Purchase,0.938986784,1058.335455
Wheels,775,Purchase,0.940920996,1058.335455
Chrysler Capital Lease,775,Purchase,1.094721739,1441.711
AVIS,775,Purchase,1.109307177,1441.711
Wheels,775,Purchase,0.862362427,1248.214
Credit Karma,775,Refi,1.255150118,1322.4
IFS Marketing Organic,775,Refi,0.983910881,875.99
NerdWallet,776,Refi,0.885636266,925.9333333
Fiserv GM Lease ,776,Purchase,1.304915765,2257.72
Wheels,776,Purchase,1.195157895,1624.57
Credit Karma,776,Refi,1.134137968,1394.778333
Fiserv GM Lease ,776,Purchase,1.008685379,1058.335455
Element,776,Purchase,1.235063415,2257.72
NerdWallet,776,Refi,1.457990083,1055.36
Chrysler Capital Lease,777,Purchase,1.377905263,1981.7125
Wheels,777,Purchase,0.989268352,1058.335455
Chrysler Capital Lease,777,Purchase,1.185354293,1624.57
AVIS,777,Purchase,0.544575758,1493.57
Credit Karma,777,Refi,1.388406679,1519.95
Credit Karma,777,Refi,0.912891682,875.99
HCA - Hyundai Kia,778,Purchase,1.391086154,1981.7125
Wheels,778,Purchase,1.027635946,1441.711
Donlen,778,Purchase,0.965349754,1058.335455
Element,778,Purchase,1.140440329,1624.57
HCA - Hyundai Kia,778,Purchase,1.297525292,2257.72
Credit Karma,778,Refi,0.827737024,925.9333333
Credit Karma,778,Refi,1.113650058,1394.778333
IFS,778,Purchase,1.431564314,2986.32
Lending Tree Lease,778,Purchase,1.060728009,1441.711
Donlen,778,Purchase,1.040013873,1441.711
NerdWallet,778,Refi,1.158362232,1394.778333
AVIS,779,Purchase,0.785804743,1094.373333
TrueCar - AVIS,779,Purchase,1.212378099,2257.72
NerdWallet,779,Refi,1.461256604,1055.36
Credit Karma,779,Refi,0.99499347,875.99
Credit Karma,779,Refi,1.097324242,1738.29
AVIS,780,Purchase,1.093823529,1441.711
LeasePlan,780,Purchase,1.12125589,1624.57
Wheels,780,Purchase,1.36169145,1981.7125
Credit Karma,780,Refi,1.441060066,1055.36
Chrysler Capital Lease,780,Purchase,0.909527928,1248.214
Chrysler Capital Lease,780,Purchase,1.153107934,1624.57
Wheels,780,Purchase,0.97092944,1058.335455
TrueCar - AVIS,780,Purchase,0.842631878,1248.214
Emkay,781,Purchase,1.034246824,1182.084286
HCA - Hyundai Kia,781,Purchase,1.001420282,992.59
Element,781,Purchase,1.067042254,1182.084286
Wheels,781,Purchase,1.036248766,1182.084286
Chrysler Capital Lease,781,Purchase,1.072015983,1182.084286
Chrysler Capital Lease,781,Purchase,1.187131571,1659.974545
NerdWallet,782,Refi,0.637910361,1242.46
Credit Karma,782,Refi,1.499464636,1597.3275
Wheels,782,Purchase,0.574740741,1086.555
AVIS,782,Purchase,1.145853237,1659.974545
Flexco,782,Purchase,1.053972932,1182.084286
Credit Karma,782,Refi,1.454503258,1597.3275
Credit Karma,782,Refi,1.442198312,1597.3275
Fiserv GM Lease ,782,Purchase,1.459765439,2705
Fiserv GM Lease ,782,Purchase,1.196787149,1659.974545
Fiserv GM Lease ,782,Purchase,1.269674682,2069.1125
Credit Karma,782,Refi,1.324093582,2390.31
AVIS,783,Purchase,1.001418261,992.59
Chrysler Capital Lease,783,Purchase,1.027101994,1182.084286
IFS,783,Refi,1.452669418,1597.3275
AVIS,783,Purchase,0.97838961,992.59
NerdWallet,783,Refi,1.162282794,1773.275
Wheels,783,Purchase,1.217073462,2069.1125
Credit Karma,784,Refi,1.63176861,1112.94
Chrysler Capital Lease,784,Purchase,1.078898918,1182.084286
Element,784,Purchase,0.921395161,992.59
HCA - Hyundai Kia,784,Purchase,1.206925714,1659.974545
HCA - Hyundai Kia,784,Purchase,1.09958628,1182.084286
Wheels,784,Purchase,0.89813037,706.97
Wheels,784,Purchase,1.100058781,1182.084286
Chrysler Capital Lease,784,Purchase,0.923269351,992.59
LeasePlan,785,Purchase,1.127677262,1659.974545
HCA - Hyundai Kia,785,Purchase,0.922632808,992.59
Wheels,785,Purchase,1.028274336,1182.084286
HCA - Hyundai Kia,785,Purchase,1.351428785,1069.39
Credit Karma,785,Refi,1.162902659,1773.275
Element,785,Purchase,1.123729604,1659.974545
HCA - Hyundai Kia,785,Purchase,1.154170874,1659.974545
Element,786,Purchase,0.631214333,893.65
Element,786,Purchase,1.042247652,1182.084286
Credit Karma,786,Refi,1.097722555,991.105
AVIS,786,Purchase,0.989616598,992.59
Emkay,786,Purchase,1.027375549,1182.084286
IFS,786,Refi,0.974521774,1113.45
AVIS,786,Purchase,0.769895197,1482.86
LeasePlan,787,Purchase,0.945516838,992.59
HCA - Hyundai Kia,787,Purchase,1.343130957,1069.39
Chrysler Capital Lease,787,Purchase,0.991083217,992.59
Chrysler Capital Lease,787,Purchase,1.023123153,1182.084286
AVIS,787,Purchase,1.288345604,2069.1125
Element,787,Purchase,0.9598,992.59
Chrysler Capital Lease,788,Purchase,0.913537778,992.59
Chrysler Capital Lease,788,Purchase,1.25422101,2069.1125
HCA - Hyundai Kia,788,Purchase,1.150232188,1659.974545
Chrysler Capital Lease,788,Purchase,1.164046301,1659.974545
Chrysler Capital Lease,788,Purchase,1.152313008,1659.974545
Credit Karma,788,Refi,1.057356075,991.105
NerdWallet,789,Refi,0.947544414,1113.45
HCA - Hyundai Kia,789,Purchase,1.379415126,1069.39
Chrysler Capital Lease,789,Purchase,1.113404742,1659.974545
Wheels,789,Purchase,0.58479036,1086.555
Donlen,789,Purchase,0.991220183,992.59
LeasePlan,789,Purchase,1.094128824,1182.084286
